0.5,1,0.19972,0.64803,0.87487,1
0.5,1,0.19676,0.88947,0.48696,0
0.5,0.25,972,0.75426,0.71078,1
0,0.75,0.88399,0.57962,0.21301,0
0.5,0,0.86009,0.79506,0.47522,1
1,0.75,0.50482,0.90544,0.69167,1
1,0.75,0.73146,0.084059,0.40906,1
0.5,0.75,0.5313,0.85476,0.55707,0
0.5,0,0.83718,0.85696,0.46932,1
1,0.25,0.76081,0.66924,0.64834,1
0,0.5,0.52398,0.39434,0.52658,0
1,1,0.14846,0.38864,0.3113,1
0.5,0,0.20947,0.58584,0.25619,0
1,0,0.50832,0.026263,0.43786,1
0.5,0.75,0.49966,0.57754,0.61459,0
0,0.5,0.83549,0.36074,0.71832,0
0,0.5,0.10156,0.74927,0.36086,0
1,1,0.15061,0.94801,0.77962,1
0,1,0.93106,0.48608,0.84078,1
1,0.75,0.090562,0.89474,0.5904,0
0.5,1,0.38728,0.24828,0.015524,0
0.5,0.75,0.99317,0.16208,0.13674,0
0,0,0.19251,0.39452,0.13053,1
0,0.25,0.75002,0.41539,0.6897,0
1,0.75,0.20644,0.27175,0.65314,0
1,0.25,0.98526,0.62267,0.55487,1
0.5,0.25,0.18214,0.23834,0.55815,0
0.5,0.25,0.84505,0.88814,0.062825,1
1,0.25,0.49733,0.5861,0.4902,1
1,0.5,0.13589,0.29077,0.2447,0
0.5,1,0.44556,0.63195,0.95294,1
0,0.5,0.49415,0.70793,0.34556,0
0.5,0.75,0.59758,0.67686,0.63574,0
0,0.25,0.40726,0.024782,0.47875,0
1,0.5,0.33964,0.26061,0.3868,0
0,0.75,0.1729,0.035271,0.18486,0
0,0.25,0.92908,0.69024,0.76604,0
0.5,0.25,0.16775,0.76366,0.66632,0
0,1,0.69837,0.42226,0.68235,0
0.5,0.5,0.68826,0.14767,0.81628,1
0.5,0,0.15696,0.98138,0.87925,1
0,0.5,0.69137,0.54198,0.46405,0
0,0.75,0.65087,0.21733,0.27337,0
0,0.5,0.14291,0.5112,0.10377,0
1,0.75,0.28666,0.47162,0.31256,0
0,0.75,0.27361,0.3452,0.76386,0
0,0.75,0.86467,0.079069,0.81806,1
0,0,0.049677,0.67461,0.61323,1
0,0.5,0.76708,0.48527,0.019862,0
0,0,0.38754,0.1601,0.49057,1
1,0,0.55542,0.76743,0.60629,1
1,0.25,0.31206,0.23086,0.37589,0
1,0.75,0.76961,0.21109,0.8051,1
1,0.5,0.4131,0.82465,0.7521,1
1,0.25,0.35441,0.042622,0.38892,0
1,1,0.23636,0.91377,0.4293,1
1,0,0.49256,0.71511,0.94839,1
0.5,1,0.20567,0.95659,0.52296,0
0,0,0.2356,0.55829,0.057906,1
1,0.75,0.89195,0.42949,0.23474,1
1,0.75,0.030696,0.0047777,0.53919,0
0,0.75,0.57708,0.26921,0.11351,0
0.5,0.25,0.40607,0.92178,0.6346,1
0,0,0.22905,0.058857,0.52271,1
0.5,0.5,0.17646,0.75337,0.95573,1
0.5,0.25,0.81545,0.13063,0.10363,1
1,0.5,0.41593,0.31405,0.95689,1
0.5,0.25,0.73057,0.090298,0.75259,1
1,0.75,0.63251,0.78696,0.59105,1
1,0.25,0.085143,0.61252,0.34228,0
0.5,0.75,0.54045,0.19696,0.32548,0
1,0,0.80366,0.19285,0.15508,1
1,1,0.71973,0.65169,0.26386,1
0,0.5,0.33689,0.53062,0.47837,0
0.5,1,0.10178,0.051166,0.95564,1
1,0,0.98235,0.29077,0.66347,1
0.5,0.75,0.65642,0.79518,0.68612,0
1,0.25,0.083282,0.58978,0.93126,1
1,0.75,0.89686,0.19129,0.032722,1
1,0.25,0.86255,0.05269,0.28113,1
1,0.25,344,0.38064,0.039244,0
0,0.75,0.93745,0.33263,0.29021,0
0,0.75,0.082882,0.89345,0.86023,1
0.5,0,0.11631,0.28613,0.4125,0
0.5,0.75,0.034071,0.63513,0.92796,1
0,0,0.089393,0.048747,0.4346,1
1,0.25,0.057205,0.36891,0.23333,0
0,1,0.34624,0.46207,0.18135,0
0,1,834,0.94531,0.35395,0
0,0,0.4428,0.6442,0.8924,1
0.5,0,0.7784,0.69096,0.70802,1
0,0.75,0.29832,0.4721,0.056774,0
0.5,0,0.79784,0.80892,0.016741,1
0,0,0.83725,0.45049,0.41774,1
0.5,0.25,0.041527,0.95605,0.45095,0
0.5,0.25,0.63387,0.66398,0.47807,1
0,0.5,0.028556,0.72267,0.97706,1
0.5,0.25,0.17363,0.21007,0.26687,0
0.5,0,0.67801,0.44397,0.35701,1
0,1,0.96127,0.17114,0.51979,0
0,0.75,0.021119,0.17689,0.20381,0
0,1,0.34475,0.15095,0.50758,0
1,0.5,0.63081,0.3398,0.49478,1
1,0.5,0.16598,0.0075549,0.21948,0
0.5,0.5,0.60482,0.69358,0.19845,1
1,0.25,0.85497,0.79791,0.59805,1
1,1,0.27265,0.12556,0.53633,1
1,0.25,0.12477,0.13592,0.0091278,0
0.5,0.5,0.69196,0.96052,0.1747,1
0.5,1,0.91398,0.43057,0.28793,0
1,1,0.94408,0.85661,0.67587,1
0,0.25,0.0050653,0.26182,0.9046,1
0.5,0,0.062061,0.057066,0.011483,0
0,0,0.37723,0.77794,0.80611,1
0.5,0.25,0.32869,0.7071,0.05024,0
0.5,0,0.48627,0.85679,0.77533,1
0.5,0.75,0.54998,0.5968,0.88712,1
1,0.5,0.42464,0.10977,0.47726,1
0.5,0.75,0.71645,0.36402,0.0087428,0
0,0.75,0.18022,0.08394,0.17066,0
1,0,0.7034,0.30401,0.28997,1
1,0.5,0.37735,0.39145,0.38594,0
0,0.75,0.17411,0.41812,0.82525,1
1,1,0.55187,0.05815,0.93215,1
1,1,0.23098,0.40328,0.08013,1
0.5,0.5,0.69653,0.2596,0.01155,1
0.5,0,0.094589,0.17227,0.16049,0
0,0.75,0.066445,0.60333,0.27886,0
0,0.25,0.69321,0.36034,0.28533,0
1,1,0.53049,0.10746,0.36746,1
0,0.25,0.82278,0.24549,0.64514,0
0.5,0.5,0.32534,0.32441,0.77109,1
1,0.5,0.49727,0.31481,0.10813,1
0.5,0.5,0.91952,0.17197,0.35726,1
0.5,0.5,0.72048,0.25608,0.49756,1
1,0.25,0.10589,0.19361,0.26095,0
1,0.75,0.59122,0.27427,0.86766,1
0,1,0.30315,0.62802,0.74458,0
1,0.25,0.81636,0.12548,0.45916,1
0.5,1,0.46462,0.93379,0.48668,0
0,1,0.97632,0.8533,0.28416,0
1,0.25,0.57078,0.19683,0.1156,1
0.5,0.5,0.5201,0.81273,0.89726,1
0.5,0.5,0.80212,0.52136,0.62387,1
0.5,0.75,0.14709,0.78332,0.75302,0
1,0.5,0.3782,0.004614,0.67119,0
1,1,0.79042,0.17086,0.4817,1
1,0.25,0.22235,0.56295,0.74803,0
1,0,0.99669,0.12721,0.047894,1
0,0,0.93634,0.92156,0.57306,1
1,0.25,0.60013,0.49322,0.30347,1
0,0.75,0.88791,0.45755,0.99026,1
1,0.75,0.11677,0.15068,0.7605,0
0,0.25,0.66508,0.31605,0.63237,0
0,1,0.70846,0.48921,0.96292,1
0,0,0.087779,0.16753,0.61966,1
1,1,0.27641,0.080406,0.25555,1
1,0.25,0.25079,0.87722,0.61779,0
0.5,0.25,0.60877,0.55547,0.041108,1
0.5,0.5,0.68223,0.98684,0.59753,1
0.5,0,0.53926,0.74853,0.36968,1
1,0,0.24971,0.027477,0.95007,1
1,0,0.80626,0.68221,0.12472,1
0.5,0,0.048591,0.84123,0.38252,0
0.5,0.25,0.83409,0.88495,0.012546,1
0,0,0.90169,0.32818,0.48868,1
0.5,0.25,0.07939,0.62606,0.53878,0
0,0.25,0.018465,0.63815,0.3998,0
0,0.5,0.66859,0.31931,0.8353,1
0,0.75,0.73502,0.098004,0.42179,0
0.5,0.25,0.48265,0.81812,0.84577,1
1,0.75,0.55242,0.07276,0.97714,1
0.5,0.75,0.68509,0.64568,0.75573,0
1,0.75,0.026429,0.72538,0.10955,0
0.5,1,0.65744,0.25553,0.25452,0
1,0.5,0.98628,0.53422,0.52686,1
0.5,0.75,0.071055,0.75734,0.18327,0
0.5,0.5,0.27602,0.011809,0.41351,1
0,1,0.26119,0.10671,0.2819,0
0.5,0.75,0.80741,0.48232,0.81373,1
1,0.25,0.36027,0.61783,0.47302,0
1,0,0.32493,0.91317,0.71899,0
0.5,1,0.055538,0.6074,0.91171,1
0,0.75,0.60973,0.36501,0.14598,0
1,0.25,0.51231,0.41492,0.001125,1
0,0.5,0.50675,0.83556,0.31398,0
1,0,0.64904,0.8663,0.034056,1
0,0.75,0.052071,0.079669,0.92456,1
